cause_name,sex,age,deaths
Parkinson disease,Female,55 to 59,3.883477263
Parkinson disease,Female,60 to 64,2.79432757
Parkinson disease,Female,65 to 69,4.923082594
Parkinson disease,Female,70 to 74,130.5260965
Parkinson disease,Female,75 to 79,553.0085032
Parkinson disease,Female,80 plus,461.9308051
Parkinson disease,Male,20 to 24,8.123920205
Parkinson disease,Male,25 to 29,7.513405954
Parkinson disease,Male,30 to 34,6.337078724
Parkinson disease,Male,35 to 39,5.863811421
Parkinson disease,Male,40 to 44,5.201639661
Parkinson disease,Male,45 to 49,5.371242895
Parkinson disease,Male,50 to 54,3.824453382
Parkinson disease,Male,55 to 59,3.513343865
Parkinson disease,Male,60 to 64,2.761534688
Parkinson disease,Male,65 to 69,2.513907703
Parkinson disease,Male,70 to 74,46.19690237
Parkinson disease,Male,75 to 79,2.452570239
Parkinson disease,Male,80 plus,139.6804433
Peptic ulcer disease,Female,10 to 14,330.1557964
Peptic ulcer disease,Female,15 to 19,480.3729334
Peptic ulcer disease,Female,20 to 24,505.6135475
Peptic ulcer disease,Female,25 to 29,513.1153811
Peptic ulcer disease,Female,30 to 34,579.4272781
Peptic ulcer disease,Female,35 to 39,752.9276273
Peptic ulcer disease,Female,40 to 44,1124.1447
Peptic ulcer disease,Female,45 to 49,1557.64609
Peptic ulcer disease,Female,05 to 09,201.2676545
Peptic ulcer disease,Female,50 to 54,2852.103163
Peptic ulcer disease,Female,55 to 59,2639.31377
Peptic ulcer disease,Female,60 to 64,2959.762547
Peptic ulcer disease,Female,65 to 69,4582.895992
Peptic ulcer disease,Female,70 to 74,3805.727846
Peptic ulcer disease,Female,75 to 79,4423.284587
Peptic ulcer disease,Female,80 plus,8866.739247
Peptic ulcer disease,Female,0 to 04,88.22691112
Peptic ulcer disease,Male,10 to 14,285.7331601
Peptic ulcer disease,Male,15 to 19,621.9150346
Peptic ulcer disease,Male,20 to 24,1531.283991
Peptic ulcer disease,Male,25 to 29,1559.165675
Peptic ulcer disease,Male,30 to 34,2768.876143
Peptic ulcer disease,Male,35 to 39,2938.974845
Peptic ulcer disease,Male,40 to 44,3365.089037
Peptic ulcer disease,Male,45 to 49,4529.002014
Peptic ulcer disease,Male,05 to 09,140.1095499
Peptic ulcer disease,Male,50 to 54,6372.18801
Peptic ulcer disease,Male,55 to 59,6267.303176
Peptic ulcer disease,Male,60 to 64,6479.692502
Peptic ulcer disease,Male,65 to 69,7089.364672
Peptic ulcer disease,Male,70 to 74,6535.370443
Peptic ulcer disease,Male,75 to 79,6329.109072
Peptic ulcer disease,Male,80 plus,8124.276462
Peptic ulcer disease,Male,0 to 04,78.07469872
Peripheral vascular disease,Female,40 to 44,6.336180262
Peripheral vascular disease,Female,45 to 49,7.390590759
Peripheral vascular disease,Female,50 to 54,14.22598753
Peripheral vascular disease,Female,55 to 59,21.44964787
Peripheral vascular disease,Female,60 to 64,35.94218588
Peripheral vascular disease,Female,65 to 69,43.47107193
Peripheral vascular disease,Female,70 to 74,64.70170021
Peripheral vascular disease,Female,75 to 79,87.10359738
Peripheral vascular disease,Female,80 plus,233.7841142
Peripheral vascular disease,Male,40 to 44,10.45769091
Peripheral vascular disease,Male,45 to 49,14.45157356
Peripheral vascular disease,Male,50 to 54,25.27089277
Peripheral vascular disease,Male,55 to 59,38.47430804
Peripheral vascular disease,Male,60 to 64,51.63183176
Peripheral vascular disease,Male,65 to 69,60.40492767
Peripheral vascular disease,Male,70 to 74,77.49032257
Peripheral vascular disease,Male,75 to 79,75.21424102
Peripheral vascular disease,Male,80 plus,142.5309755
Pneumoconiosis,Female,10 to 14,9.358356827
Pneumoconiosis,Female,15 to 19,281.1737282
Pneumoconiosis,Female,20 to 24,419.324751
Pneumoconiosis,Female,25 to 29,422.8916394
Pneumoconiosis,Female,30 to 34,456.7657254
Pneumoconiosis,Female,35 to 39,756.436864
Pneumoconiosis,Female,40 to 44,950.6568032
Pneumoconiosis,Female,45 to 49,1898.581435
Pneumoconiosis,Female,05 to 09,10.18972932
Pneumoconiosis,Female,50 to 54,4918.670747
Pneumoconiosis,Female,55 to 59,8539.958281
Pneumoconiosis,Female,60 to 64,12270.58408
Pneumoconiosis,Female,65 to 69,14248.74307
Pneumoconiosis,Female,70 to 74,15500.99739
Pneumoconiosis,Female,75 to 79,14765.29975
Pneumoconiosis,Female,80 plus,27690.73317
Pneumoconiosis,Female,0 to 04,4.574210752
Pneumoconiosis,Male,10 to 14,21.46262334
Pneumoconiosis,Male,15 to 19,277.3961856
Pneumoconiosis,Male,20 to 24,656.4763192
Pneumoconiosis,Male,25 to 29,839.672536
Pneumoconiosis,Male,30 to 34,714.8001499
Pneumoconiosis,Male,35 to 39,1282.438526
Pneumoconiosis,Male,40 to 44,1550.754745
Pneumoconiosis,Male,45 to 49,2666.838444
Pneumoconiosis,Male,05 to 09,29.63220819
Pneumoconiosis,Male,50 to 54,5230.773069
Pneumoconiosis,Male,55 to 59,9987.618631
Pneumoconiosis,Male,60 to 64,12490.14376
Pneumoconiosis,Male,65 to 69,15041.62445
Pneumoconiosis,Male,70 to 74,11718.45398
Pneumoconiosis,Male,75 to 79,10856.84938
Pneumoconiosis,Male,80 plus,15438.90453
Pneumoconiosis,Male,0 to 04,15.0858853
Poisonings,Female,10 to 14,112.5352646
Poisonings,Female,15 to 19,508.8557545
Poisonings,Female,20 to 24,499.5407227
Poisonings,Female,25 to 29,447.2430077
Poisonings,Female,30 to 34,358.0182644
Poisonings,Female,35 to 39,300.2876043
Poisonings,Female,40 to 44,289.6927915
Poisonings,Female,45 to 49,294.4288015
Poisonings,Female,05 to 09,96.49285971
Poisonings,Female,50 to 54,267.5282804
Poisonings,Female,55 to 59,263.7368517
Poisonings,Female,60 to 64,253.106062
Poisonings,Female,65 to 69,263.5939742
Poisonings,Female,70 to 74,299.470514
Poisonings,Female,75 to 79,224.7729513
Poisonings,Female,80 plus,294.7533622
Poisonings,Female,0 to 04,219.6399423
Poisonings,Male,10 to 14,114.2906619
Poisonings,Male,15 to 19,629.3300184
Poisonings,Male,20 to 24,1123.833294
Poisonings,Male,25 to 29,1092.806072
Poisonings,Male,30 to 34,1222.389282
Poisonings,Male,35 to 39,964.6456115
Poisonings,Male,40 to 44,811.5563663
Poisonings,Male,45 to 49,783.433261
Poisonings,Male,05 to 09,128.8739388
Poisonings,Male,50 to 54,753.2734655
Poisonings,Male,55 to 59,604.5528331
Poisonings,Male,60 to 64,515.3809592
Poisonings,Male,65 to 69,394.7931536
Poisonings,Male,70 to 74,557.7221734
Poisonings,Male,75 to 79,246.0433728
Poisonings,Male,80 plus,289.8726741
Poisonings,Male,0 to 04,344.5050989
Preterm birth complications,Female,10 to 14,NA
Preterm birth complications,Female,15 to 19,NA
Preterm birth complications,Female,20 to 24,NA
Preterm birth complications,Female,25 to 29,NA
Preterm birth complications,Female,30 to 34,NA
Preterm birth complications,Female,35 to 39,NA
Preterm birth complications,Female,40 to 44,NA
Preterm birth complications,Female,45 to 49,NA
Preterm birth complications,Female,05 to 09,NA
Preterm birth complications,Female,50 to 54,NA
Preterm birth complications,Female,55 to 59,NA
Preterm birth complications,Female,60 to 64,NA
Preterm birth complications,Female,65 to 69,NA
Preterm birth complications,Female,70 to 74,NA
Preterm birth complications,Female,75 to 79,NA
Preterm birth complications,Female,80 plus,NA
Preterm birth complications,Female,0 to 04,98032.48144
Preterm birth complications,Male,10 to 14,NA
Preterm birth complications,Male,15 to 19,NA
Preterm birth complications,Male,20 to 24,NA
Preterm birth complications,Male,25 to 29,NA
Preterm birth complications,Male,30 to 34,NA
Preterm birth complications,Male,35 to 39,NA
Preterm birth complications,Male,40 to 44,NA
Preterm birth complications,Male,45 to 49,NA
Preterm birth complications,Male,05 to 09,NA
Preterm birth complications,Male,50 to 54,NA
Preterm birth complications,Male,55 to 59,NA
Preterm birth complications,Male,60 to 64,NA
Preterm birth complications,Male,65 to 69,NA
Preterm birth complications,Male,70 to 74,NA
Preterm birth complications,Male,75 to 79,NA
Preterm birth complications,Male,80 plus,NA
Preterm birth complications,Male,0 to 04,113075.5107
Prostate cancer,Male,15 to 19,7.383330029
Prostate cancer,Male,20 to 24,7.712772346
Prostate cancer,Male,25 to 29,8.285547682
Prostate cancer,Male,30 to 34,8.723748494
Prostate cancer,Male,35 to 39,8.368347886
Prostate cancer,Male,40 to 44,14.6911434
Prostate cancer,Male,45 to 49,16.82431281
Prostate cancer,Male,50 to 54,67.14069033
Prostate cancer,Male,55 to 59,149.9860507
Prostate cancer,Male,60 to 64,321.7826496
Prostate cancer,Male,65 to 69,465.403684
Prostate cancer,Male,70 to 74,949.9639831
Prostate cancer,Male,75 to 79,1150.034364
Prostate cancer,Male,80 plus,1893.869513
Protein-energy malnutrition,Female,10 to 14,640.2065016
Protein-energy malnutrition,Female,15 to 19,888.4212831
Protein-energy malnutrition,Female,20 to 24,1551.963522
Protein-energy malnutrition,Female,25 to 29,1172.092273
Protein-energy malnutrition,Female,30 to 34,1013.035802
Protein-energy malnutrition,Female,35 to 39,1223.97828
Protein-energy malnutrition,Female,40 to 44,211.4294578
Protein-energy malnutrition,Female,45 to 49,203.5960414
Protein-energy malnutrition,Female,05 to 09,1118.170057
Protein-energy malnutrition,Female,50 to 54,361.8941962
Protein-energy malnutrition,Female,55 to 59,280.5358733
Protein-energy malnutrition,Female,60 to 64,1698.3915
Protein-energy malnutrition,Female,65 to 69,2933.439747
Protein-energy malnutrition,Female,70 to 74,6242.463762
Protein-energy malnutrition,Female,75 to 79,5723.677208
Protein-energy malnutrition,Female,80 plus,15708.33008
Protein-energy malnutrition,Female,0 to 04,10982.87723
Protein-energy malnutrition,Male,10 to 14,526.925048
Protein-energy malnutrition,Male,15 to 19,676.8306708
Protein-energy malnutrition,Male,20 to 24,593.4897813
Protein-energy malnutrition,Male,25 to 29,1316.023006
Protein-energy malnutrition,Male,30 to 34,1545.861182
Protein-energy malnutrition,Male,35 to 39,1403.598141
Protein-energy malnutrition,Male,40 to 44,561.7291348
Protein-energy malnutrition,Male,45 to 49,524.1143547
Protein-energy malnutrition,Male,05 to 09,829.5970299
Protein-energy malnutrition,Male,50 to 54,1275.231387
Protein-energy malnutrition,Male,55 to 59,1107.117649
Protein-energy malnutrition,Male,60 to 64,4544.546617
Protein-energy malnutrition,Male,65 to 69,3940.012825
Protein-energy malnutrition,Male,70 to 74,5285.037512
Protein-energy malnutrition,Male,75 to 79,6569.806164
Protein-energy malnutrition,Male,80 plus,13815.58425
Protein-energy malnutrition,Male,0 to 04,8500.406649
Rabies,Female,10 to 14,328.578966
Rabies,Female,15 to 19,205.6019392
Rabies,Female,20 to 24,202.8094478
Rabies,Female,25 to 29,143.5488645
Rabies,Female,30 to 34,229.6603013
Rabies,Female,35 to 39,202.4809474
Rabies,Female,40 to 44,233.6322136
Rabies,Female,45 to 49,292.1233383
Rabies,Female,05 to 09,470.0657818
Rabies,Female,50 to 54,324.8961418
Rabies,Female,55 to 59,287.9740949
Rabies,Female,60 to 64,558.16942
Rabies,Female,65 to 69,344.6712515
Rabies,Female,70 to 74,273.6356571
Rabies,Female,75 to 79,165.3243448
Rabies,Female,80 plus,94.26177144
Rabies,Female,0 to 04,429.2951258
Rabies,Male,10 to 14,758.622822
Rabies,Male,15 to 19,425.7927572
Rabies,Male,20 to 24,321.9802131
Rabies,Male,25 to 29,270.8044693
Rabies,Male,30 to 34,286.8558662
Rabies,Male,35 to 39,466.9034978
Rabies,Male,40 to 44,466.376424
Rabies,Male,45 to 49,515.3166655
Rabies,Male,05 to 09,891.2170306
Rabies,Male,50 to 54,518.7280322
Rabies,Male,55 to 59,658.1114708
Rabies,Male,60 to 64,549.2134782
Rabies,Male,65 to 69,294.7243177
Rabies,Male,70 to 74,310.0943468
Rabies,Male,75 to 79,220.67124
Rabies,Male,80 plus,108.3776114
Rabies,Male,0 to 04,498.2347001
Rheumatic heart disease,Female,10 to 14,716.6588871
Rheumatic heart disease,Female,15 to 19,1140.309304
Rheumatic heart disease,Female,20 to 24,1349.728943
Rheumatic heart disease,Female,25 to 29,1499.758563
Rheumatic heart disease,Female,30 to 34,1684.748955
Rheumatic heart disease,Female,35 to 39,1962.705181
Rheumatic heart disease,Female,40 to 44,2630.948059
Rheumatic heart disease,Female,45 to 49,3061.915517
Rheumatic heart disease,Female,05 to 09,371.4962087
Rheumatic heart disease,Female,50 to 54,3974.39735
Rheumatic heart disease,Female,55 to 59,4171.975805
Rheumatic heart disease,Female,60 to 64,4819.147464
Rheumatic heart disease,Female,65 to 69,4715.144704
Rheumatic heart disease,Female,70 to 74,4930.166338
Rheumatic heart disease,Female,75 to 79,3885.112157
Rheumatic heart disease,Female,80 plus,4524.294047
Rheumatic heart disease,Female,0 to 04,377.6163706
Rheumatic heart disease,Male,10 to 14,684.0819001
Rheumatic heart disease,Male,15 to 19,1271.043417
Rheumatic heart disease,Male,20 to 24,1543.950735
Rheumatic heart disease,Male,25 to 29,1665.89362
Rheumatic heart disease,Male,30 to 34,1938.02558
Rheumatic heart disease,Male,35 to 39,2361.409124
Rheumatic heart disease,Male,40 to 44,2629.863403
Rheumatic heart disease,Male,45 to 49,2903.906711
Rheumatic heart disease,Male,05 to 09,240.5090936
Rheumatic heart disease,Male,50 to 54,3679.341535
Rheumatic heart disease,Male,55 to 59,4084.566119
Rheumatic heart disease,Male,60 to 64,4414.670813
Rheumatic heart disease,Male,65 to 69,4133.036051
Rheumatic heart disease,Male,70 to 74,3867.218131
Rheumatic heart disease,Male,75 to 79,3022.551293
Rheumatic heart disease,Male,80 plus,3377.235873
Rheumatic heart disease,Male,0 to 04,308.0670773
Rheumatoid arthritis,Female,10 to 14,37.70538764
Rheumatoid arthritis,Female,15 to 19,22.97697971
Rheumatoid arthritis,Female,20 to 24,31.24946419
Rheumatoid arthritis,Female,25 to 29,62.56922586
Rheumatoid arthritis,Female,30 to 34,51.39236392
Rheumatoid arthritis,Female,35 to 39,151.2948504
Rheumatoid arthritis,Female,40 to 44,102.3273953
Rheumatoid arthritis,Female,45 to 49,141.2962834
Rheumatoid arthritis,Female,05 to 09,49.20405607
Rheumatoid arthritis,Female,50 to 54,247.2979346
Rheumatoid arthritis,Female,55 to 59,467.4848083
Rheumatoid arthritis,Female,60 to 64,479.9185194
Rheumatoid arthritis,Female,65 to 69,380.372295
Rheumatoid arthritis,Female,70 to 74,567.1436537
Rheumatoid arthritis,Female,75 to 79,600.2839234
Rheumatoid arthritis,Female,80 plus,355.3994154
Rheumatoid arthritis,Male,10 to 14,28.92164206
Rheumatoid arthritis,Male,15 to 19,53.02644592
Rheumatoid arthritis,Male,20 to 24,32.88009459
Rheumatoid arthritis,Male,25 to 29,54.43649434
Rheumatoid arthritis,Male,30 to 34,53.51616776
Rheumatoid arthritis,Male,35 to 39,124.6840251
Rheumatoid arthritis,Male,40 to 44,257.0158016
Rheumatoid arthritis,Male,45 to 49,169.0542039
Rheumatoid arthritis,Male,05 to 09,86.82487878
Rheumatoid arthritis,Male,50 to 54,400.4040923
Rheumatoid arthritis,Male,55 to 59,868.4130598
Rheumatoid arthritis,Male,60 to 64,656.6894307
Rheumatoid arthritis,Male,65 to 69,471.4758404
Rheumatoid arthritis,Male,70 to 74,390.1752856
Rheumatoid arthritis,Male,75 to 79,146.0128173
Rheumatoid arthritis,Male,80 plus,148.2009683
Road injuries,Female,10 to 14,1368.617128
Road injuries,Female,15 to 19,2604.937566
Road injuries,Female,20 to 24,3639.281499
Road injuries,Female,25 to 29,3326.426862
Road injuries,Female,30 to 34,2473.86732
Road injuries,Female,35 to 39,2756.055285
Road injuries,Female,40 to 44,2939.33585
Road injuries,Female,45 to 49,4148.426437
Road injuries,Female,05 to 09,1429.853677
Road injuries,Female,50 to 54,3944.121794
Road injuries,Female,55 to 59,4839.268426
Road injuries,Female,60 to 64,5679.988608
Road injuries,Female,65 to 69,6232.729828
Road injuries,Female,70 to 74,5788.840154
Road injuries,Female,75 to 79,5126.631228
Road injuries,Female,80 plus,5748.5112
Road injuries,Female,0 to 04,2640.384355
Road injuries,Male,10 to 14,2662.618426
Road injuries,Male,15 to 19,10874.05223
Road injuries,Male,20 to 24,20019.15015
Road injuries,Male,25 to 29,22428.10149
Road injuries,Male,30 to 34,16290.01235
Road injuries,Male,35 to 39,18348.92777
Road injuries,Male,40 to 44,16317.74061
Road injuries,Male,45 to 49,15913.14897
Road injuries,Male,05 to 09,2376.219542
Road injuries,Male,50 to 54,13388.26867
Road injuries,Male,55 to 59,12936.95833
Road injuries,Male,60 to 64,10771.02448
Road injuries,Male,65 to 69,9277.51056
Road injuries,Male,70 to 74,8938.139311
Road injuries,Male,75 to 79,7913.92919
Road injuries,Male,80 plus,8089.146814
Road injuries,Male,0 to 04,3115.811263
Schizophrenia,Female,10 to 14,NA
Schizophrenia,Female,15 to 19,NA
Schizophrenia,Female,20 to 24,NA
Schizophrenia,Female,25 to 29,16.83912188
Schizophrenia,Female,30 to 34,17.68700531
Schizophrenia,Female,35 to 39,24.76534907
Schizophrenia,Female,40 to 44,27.5723806
Schizophrenia,Female,45 to 49,33.54748035
Schizophrenia,Female,50 to 54,33.87257362
Schizophrenia,Female,55 to 59,49.96486203
Schizophrenia,Female,60 to 64,53.67576496
Schizophrenia,Female,65 to 69,36.72419553
Schizophrenia,Female,70 to 74,49.19806817
Schizophrenia,Female,75 to 79,38.53778791
Schizophrenia,Female,80 plus,49.52486549
Schizophrenia,Male,10 to 14,NA
Schizophrenia,Male,15 to 19,NA
Schizophrenia,Male,20 to 24,NA
Schizophrenia,Male,25 to 29,28.12206534
Schizophrenia,Male,30 to 34,37.16126986
Schizophrenia,Male,35 to 39,39.73760277
Schizophrenia,Male,40 to 44,39.20353231
Schizophrenia,Male,45 to 49,58.82384657
Schizophrenia,Male,50 to 54,62.06714479
Schizophrenia,Male,55 to 59,62.95267097
Schizophrenia,Male,60 to 64,53.93990968
Schizophrenia,Male,65 to 69,50.69465587
Schizophrenia,Male,70 to 74,43.20233838
Schizophrenia,Male,75 to 79,32.15111349
Schizophrenia,Male,80 plus,33.33951753
Self-harm,Female,10 to 14,2021.244479
Self-harm,Female,15 to 19,14668.06909
Self-harm,Female,20 to 24,16124.69572
Self-harm,Female,25 to 29,11134.04612
Self-harm,Female,30 to 34,8357.668649
Self-harm,Female,35 to 39,6462.869791
Self-harm,Female,40 to 44,5926.550836
Self-harm,Female,45 to 49,5560.817052
Self-harm,Female,50 to 54,5239.229809
Self-harm,Female,55 to 59,4859.597054
Self-harm,Female,60 to 64,5723.504228
Self-harm,Female,65 to 69,5186.807022
Self-harm,Female,70 to 74,3324.082349
Self-harm,Female,75 to 79,2476.213856
Self-harm,Female,80 plus,3235.985451
Self-harm,Male,10 to 14,1572.543917
Self-harm,Male,15 to 19,9079.474227
Self-harm,Male,20 to 24,19492.8607
Self-harm,Male,25 to 29,18550.12185
Self-harm,Male,30 to 34,17538.32903
Self-harm,Male,35 to 39,14726.83012
Self-harm,Male,40 to 44,15113.82211
Self-harm,Male,45 to 49,12477.96302
Self-harm,Male,50 to 54,13051.18863
Self-harm,Male,55 to 59,11904.89506
Self-harm,Male,60 to 64,10155.70736
Self-harm,Male,65 to 69,7219.87945
Self-harm,Male,70 to 74,5329.540871
Self-harm,Male,75 to 79,4500.704144
Self-harm,Male,80 plus,4260.00955
Sense organ diseases,Female,10 to 14,NA
Sense organ diseases,Female,15 to 19,NA
Sense organ diseases,Female,20 to 24,NA
Sense organ diseases,Female,25 to 29,NA
Sense organ diseases,Female,30 to 34,NA
Sense organ diseases,Female,35 to 39,NA
Sense organ diseases,Female,40 to 44,NA
Sense organ diseases,Female,45 to 49,NA
Sense organ diseases,Female,05 to 09,NA
Sense organ diseases,Female,50 to 54,NA
Sense organ diseases,Female,55 to 59,NA
Sense organ diseases,Female,60 to 64,NA
Sense organ diseases,Female,65 to 69,NA
Sense organ diseases,Female,70 to 74,NA
Sense organ diseases,Female,75 to 79,NA
Sense organ diseases,Female,80 plus,NA
Sense organ diseases,Female,0 to 04,NA
Sense organ diseases,Male,10 to 14,NA
Sense organ diseases,Male,15 to 19,NA
Sense organ diseases,Male,20 to 24,NA
Sense organ diseases,Male,25 to 29,NA
Sense organ diseases,Male,30 to 34,NA
Sense organ diseases,Male,35 to 39,NA
Sense organ diseases,Male,40 to 44,NA
Sense organ diseases,Male,45 to 49,NA
Sense organ diseases,Male,05 to 09,NA
Sense organ diseases,Male,50 to 54,NA
Sense organ diseases,Male,55 to 59,NA
Sense organ diseases,Male,60 to 64,NA
Sense organ diseases,Male,65 to 69,NA
Sense organ diseases,Male,70 to 74,NA
Sense organ diseases,Male,75 to 79,NA
Sense organ diseases,Male,80 plus,NA
Sense organ diseases,Male,0 to 04,NA
Sexually transmitted diseases excluding HIV,Female,10 to 14,29.02296842
Sexually transmitted diseases excluding HIV,Female,15 to 19,53.56565591
Sexually transmitted diseases excluding HIV,Female,20 to 24,67.07624782
Sexually transmitted diseases excluding HIV,Female,25 to 29,76.57366524
Sexually transmitted diseases excluding HIV,Female,30 to 34,52.79074023
Sexually transmitted diseases excluding HIV,Female,35 to 39,53.31069068
Sexually transmitted diseases excluding HIV,Female,40 to 44,62.74163416
Sexually transmitted diseases excluding HIV,Female,45 to 49,134.06896
Sexually transmitted diseases excluding HIV,Female,05 to 09,857.0330606
Sexually transmitted diseases excluding HIV,Female,50 to 54,149.4195771
Sexually transmitted diseases excluding HIV,Female,55 to 59,190.7391147
Sexually transmitted diseases excluding HIV,Female,60 to 64,130.405535
Sexually transmitted diseases excluding HIV,Female,65 to 69,131.0375267
Sexually transmitted diseases excluding HIV,Female,70 to 74,1195.065879
Sexually transmitted diseases excluding HIV,Female,75 to 79,254.8226005
Sexually transmitted diseases excluding HIV,Female,80 plus,335.7682478
Sexually transmitted diseases excluding HIV,Female,0 to 04,12070.87109
Sexually transmitted diseases excluding HIV,Male,10 to 14,14.89497577
Sexually transmitted diseases excluding HIV,Male,15 to 19,45.42039836
Sexually transmitted diseases excluding HIV,Male,20 to 24,30.56173282
Sexually transmitted diseases excluding HIV,Male,25 to 29,65.98559876
Sexually transmitted diseases excluding HIV,Male,30 to 34,54.92100848
Sexually transmitted diseases excluding HIV,Male,35 to 39,44.97414698
Sexually transmitted diseases excluding HIV,Male,40 to 44,82.32138441
Sexually transmitted diseases excluding HIV,Male,45 to 49,88.91036894
Sexually transmitted diseases excluding HIV,Male,05 to 09,701.8701131
Sexually transmitted diseases excluding HIV,Male,50 to 54,102.5256805
Sexually transmitted diseases excluding HIV,Male,55 to 59,98.76387163
Sexually transmitted diseases excluding HIV,Male,60 to 64,47.86557853
Sexually transmitted diseases excluding HIV,Male,65 to 69,47.12832918
Sexually transmitted diseases excluding HIV,Male,70 to 74,56.42167663
Sexually transmitted diseases excluding HIV,Male,75 to 79,72.23499233
Sexually transmitted diseases excluding HIV,Male,80 plus,81.70232095
Sexually transmitted diseases excluding HIV,Male,0 to 04,10801.7006
Skin and subcutaneous diseases,Female,10 to 14,38.69360135
Skin and subcutaneous diseases,Female,15 to 19,70.14260728
Skin and subcutaneous diseases,Female,20 to 24,88.30625526
Skin and subcutaneous diseases,Female,25 to 29,97.03679924
Skin and subcutaneous diseases,Female,30 to 34,75.64113224
Skin and subcutaneous diseases,Female,35 to 39,119.9269637
Skin and subcutaneous diseases,Female,40 to 44,108.2462746
Skin and subcutaneous diseases,Female,45 to 49,166.6390245
Skin and subcutaneous diseases,Female,05 to 09,49.20688788
Skin and subcutaneous diseases,Female,50 to 54,194.4672162
Skin and subcutaneous diseases,Female,55 to 59,333.3997953
Skin and subcutaneous diseases,Female,60 to 64,435.2605085
Skin and subcutaneous diseases,Female,65 to 69,931.8050608
Skin and subcutaneous diseases,Female,70 to 74,607.2854784
Skin and subcutaneous diseases,Female,75 to 79,666.1619982
Skin and subcutaneous diseases,Female,80 plus,1896.978572
Skin and subcutaneous diseases,Female,0 to 04,619.5862345
Skin and subcutaneous diseases,Male,10 to 14,45.3479967
Skin and subcutaneous diseases,Male,15 to 19,94.22352788
Skin and subcutaneous diseases,Male,20 to 24,92.41227572
Skin and subcutaneous diseases,Male,25 to 29,150.5102941
Skin and subcutaneous diseases,Male,30 to 34,191.0396359
Skin and subcutaneous diseases,Male,35 to 39,228.1085267
Skin and subcutaneous diseases,Male,40 to 44,267.2085783
Skin and subcutaneous diseases,Male,45 to 49,690.4844515
Skin and subcutaneous diseases,Male,05 to 09,51.4825736
Skin and subcutaneous diseases,Male,50 to 54,450.8895064
Skin and subcutaneous diseases,Male,55 to 59,1074.62179
Skin and subcutaneous diseases,Male,60 to 64,666.395796
Skin and subcutaneous diseases,Male,65 to 69,616.9611523
Skin and subcutaneous diseases,Male,70 to 74,568.1227211
Skin and subcutaneous diseases,Male,75 to 79,721.6356127
Skin and subcutaneous diseases,Male,80 plus,1879.974397
Skin and subcutaneous diseases,Male,0 to 04,279.3565852
Stomach cancer,Female,15 to 19,58.29204736
Stomach cancer,Female,20 to 24,136.5165999
Stomach cancer,Female,25 to 29,242.0927343
Stomach cancer,Female,30 to 34,613.342624
Stomach cancer,Female,35 to 39,1031.286206
Stomach cancer,Female,40 to 44,1337.451828
Stomach cancer,Female,45 to 49,1793.787837
Stomach cancer,Female,50 to 54,2928.946718
Stomach cancer,Female,55 to 59,4134.027617
Stomach cancer,Female,60 to 64,4859.886201
Stomach cancer,Female,65 to 69,4733.879995
Stomach cancer,Female,70 to 74,4356.065539
Stomach cancer,Female,75 to 79,3206.617491
Stomach cancer,Female,80 plus,4212.946845
Stomach cancer,Male,15 to 19,278.9418616
Stomach cancer,Male,20 to 24,314.9343507
Stomach cancer,Male,25 to 29,460.8593197
Stomach cancer,Male,30 to 34,560.278538
Stomach cancer,Male,35 to 39,942.627609
Stomach cancer,Male,40 to 44,1471.300026
Stomach cancer,Male,45 to 49,2393.327899
Stomach cancer,Male,50 to 54,3661.440079
Stomach cancer,Male,55 to 59,5214.310128
Stomach cancer,Male,60 to 64,5468.556373
Stomach cancer,Male,65 to 69,4786.539927
Stomach cancer,Male,70 to 74,3497.473055
Stomach cancer,Male,75 to 79,2940.067402
Stomach cancer,Male,80 plus,3226.960491
Sudden infant death syndrome,Female,0 to 04,886.8808117
Sudden infant death syndrome,Male,0 to 04,988.1151297
Tension-type headache,Female,10 to 14,NA
Tension-type headache,Female,15 to 19,NA
Tension-type headache,Female,20 to 24,NA
Tension-type headache,Female,25 to 29,NA
Tension-type headache,Female,30 to 34,NA
Tension-type headache,Female,35 to 39,NA
Tension-type headache,Female,40 to 44,NA
Tension-type headache,Female,45 to 49,NA
Tension-type headache,Female,05 to 09,NA
Tension-type headache,Female,50 to 54,NA
Tension-type headache,Female,55 to 59,NA
Tension-type headache,Female,60 to 64,NA
Tension-type headache,Female,65 to 69,NA
Tension-type headache,Female,70 to 74,NA
Tension-type headache,Female,75 to 79,NA
Tension-type headache,Female,80 plus,NA
Tension-type headache,Male,10 to 14,NA
Tension-type headache,Male,15 to 19,NA
Tension-type headache,Male,20 to 24,NA
Tension-type headache,Male,25 to 29,NA
Tension-type headache,Male,30 to 34,NA
Tension-type headache,Male,35 to 39,NA
Tension-type headache,Male,40 to 44,NA
Tension-type headache,Male,45 to 49,NA
Tension-type headache,Male,05 to 09,NA
Tension-type headache,Male,50 to 54,NA
Tension-type headache,Male,55 to 59,NA
Tension-type headache,Male,60 to 64,NA
Tension-type headache,Male,65 to 69,NA
Tension-type headache,Male,70 to 74,NA
Tension-type headache,Male,75 to 79,NA
Tension-type headache,Male,80 plus,NA
Testicular cancer,Male,15 to 19,59.61602177
Testicular cancer,Male,20 to 24,103.0834586
Testicular cancer,Male,25 to 29,129.0848113
Testicular cancer,Male,30 to 34,129.3278548
Testicular cancer,Male,35 to 39,114.7650079
