cause_name,sex,age,ylds
Otitis media,Male,80 plus,243.073078
Otitis media,Male,0 to 04,26542.59083
Ovarian cancer,Female,15 to 19,214.4238979
Ovarian cancer,Female,20 to 24,291.0950176
Ovarian cancer,Female,25 to 29,398.6910296
Ovarian cancer,Female,30 to 34,471.1283299
Ovarian cancer,Female,35 to 39,890.0258865
Ovarian cancer,Female,40 to 44,1351.977174
Ovarian cancer,Female,45 to 49,2154.513192
Ovarian cancer,Female,50 to 54,2198.900701
Ovarian cancer,Female,55 to 59,2242.430127
Ovarian cancer,Female,60 to 64,1824.958291
Ovarian cancer,Female,65 to 69,1365.231706
Ovarian cancer,Female,70 to 74,823.1988285
Ovarian cancer,Female,75 to 79,478.9630163
Ovarian cancer,Female,80 plus,484.021878
Pancreatic cancer,Female,15 to 19,6.026223075
Pancreatic cancer,Female,20 to 24,7.24153007
Pancreatic cancer,Female,25 to 29,9.83115687
Pancreatic cancer,Female,30 to 34,15.80441186
Pancreatic cancer,Female,35 to 39,22.51444441
Pancreatic cancer,Female,40 to 44,45.58689425
Pancreatic cancer,Female,45 to 49,64.47467534
Pancreatic cancer,Female,50 to 54,94.65262028
Pancreatic cancer,Female,55 to 59,131.2288648
Pancreatic cancer,Female,60 to 64,120.4084031
Pancreatic cancer,Female,65 to 69,111.9609145
Pancreatic cancer,Female,70 to 74,119.3439429
Pancreatic cancer,Female,75 to 79,76.4393416
Pancreatic cancer,Female,80 plus,104.0813288
Pancreatic cancer,Male,15 to 19,9.968861676
Pancreatic cancer,Male,20 to 24,19.70701574
Pancreatic cancer,Male,25 to 29,27.23430673
Pancreatic cancer,Male,30 to 34,40.27377423
Pancreatic cancer,Male,35 to 39,56.3665387
Pancreatic cancer,Male,40 to 44,96.12021982
Pancreatic cancer,Male,45 to 49,164.9301127
Pancreatic cancer,Male,50 to 54,192.062942
Pancreatic cancer,Male,55 to 59,258.0404031
Pancreatic cancer,Male,60 to 64,277.4177238
Pancreatic cancer,Male,65 to 69,216.6366413
Pancreatic cancer,Male,70 to 74,157.2567784
Pancreatic cancer,Male,75 to 79,99.97880381
Pancreatic cancer,Male,80 plus,110.874891
Pancreatitis,Female,10 to 14,747.1777718
Pancreatitis,Female,15 to 19,879.3620819
Pancreatitis,Female,20 to 24,1499.483496
Pancreatitis,Female,25 to 29,2818.038756
Pancreatitis,Female,30 to 34,3493.513007
Pancreatitis,Female,35 to 39,3721.767202
Pancreatitis,Female,40 to 44,3844.103999
Pancreatitis,Female,45 to 49,4006.542239
Pancreatitis,Female,05 to 09,587.6084992
Pancreatitis,Female,50 to 54,3710.240129
Pancreatitis,Female,55 to 59,2998.68804
Pancreatitis,Female,60 to 64,2392.004074
Pancreatitis,Female,65 to 69,1881.14996
Pancreatitis,Female,70 to 74,1528.097627
Pancreatitis,Female,75 to 79,1077.473119
Pancreatitis,Female,80 plus,931.6170382
Pancreatitis,Female,0 to 04,362.6030715
Pancreatitis,Male,10 to 14,871.8581047
Pancreatitis,Male,15 to 19,999.4583826
Pancreatitis,Male,20 to 24,2279.949626
Pancreatitis,Male,25 to 29,4863.271407
Pancreatitis,Male,30 to 34,6046.576822
Pancreatitis,Male,35 to 39,5820.640282
Pancreatitis,Male,40 to 44,5709.960493
Pancreatitis,Male,45 to 49,5562.41034
Pancreatitis,Male,05 to 09,705.4811884
Pancreatitis,Male,50 to 54,5043.209626
Pancreatitis,Male,55 to 59,4084.781558
Pancreatitis,Male,60 to 64,3119.926026
Pancreatitis,Male,65 to 69,2227.188967
Pancreatitis,Male,70 to 74,1731.656667
Pancreatitis,Male,75 to 79,1131.828236
Pancreatitis,Male,80 plus,955.3930766
Pancreatitis,Male,0 to 04,449.6951412
Paralytic ileus and intestinal obstruction,Female,10 to 14,15.33746834
Paralytic ileus and intestinal obstruction,Female,15 to 19,17.74739555
Paralytic ileus and intestinal obstruction,Female,20 to 24,32.63094385
Paralytic ileus and intestinal obstruction,Female,25 to 29,62.84248597
Paralytic ileus and intestinal obstruction,Female,30 to 34,88.03754776
Paralytic ileus and intestinal obstruction,Female,35 to 39,107.6036631
Paralytic ileus and intestinal obstruction,Female,40 to 44,126.7709227
Paralytic ileus and intestinal obstruction,Female,45 to 49,146.6997067
Paralytic ileus and intestinal obstruction,Female,05 to 09,37.73521679
Paralytic ileus and intestinal obstruction,Female,50 to 54,154.9404462
Paralytic ileus and intestinal obstruction,Female,55 to 59,154.840656
Paralytic ileus and intestinal obstruction,Female,60 to 64,152.2907834
Paralytic ileus and intestinal obstruction,Female,65 to 69,145.9785921
Paralytic ileus and intestinal obstruction,Female,70 to 74,149.2564315
Paralytic ileus and intestinal obstruction,Female,75 to 79,167.8017326
Paralytic ileus and intestinal obstruction,Female,80 plus,172.4095862
Paralytic ileus and intestinal obstruction,Female,0 to 04,180.9962768
Paralytic ileus and intestinal obstruction,Male,10 to 14,48.47881879
Paralytic ileus and intestinal obstruction,Male,15 to 19,41.74535468
Paralytic ileus and intestinal obstruction,Male,20 to 24,45.48792986
Paralytic ileus and intestinal obstruction,Male,25 to 29,60.90484793
Paralytic ileus and intestinal obstruction,Male,30 to 34,71.87843256
Paralytic ileus and intestinal obstruction,Male,35 to 39,78.4040837
Paralytic ileus and intestinal obstruction,Male,40 to 44,106.013312
Paralytic ileus and intestinal obstruction,Male,45 to 49,156.1119793
Paralytic ileus and intestinal obstruction,Male,05 to 09,62.10538163
Paralytic ileus and intestinal obstruction,Male,50 to 54,185.892734
Paralytic ileus and intestinal obstruction,Male,55 to 59,199.073964
Paralytic ileus and intestinal obstruction,Male,60 to 64,201.8286763
Paralytic ileus and intestinal obstruction,Male,65 to 69,187.651703
Paralytic ileus and intestinal obstruction,Male,70 to 74,161.8674665
Paralytic ileus and intestinal obstruction,Male,75 to 79,144.5697453
Paralytic ileus and intestinal obstruction,Male,80 plus,176.5280665
Paralytic ileus and intestinal obstruction,Male,0 to 04,166.286341
Parkinson disease,Female,20 to 24,4.934267625
Parkinson disease,Female,25 to 29,32.21501143
Parkinson disease,Female,30 to 34,94.18140975
Parkinson disease,Female,35 to 39,228.0547771
Parkinson disease,Female,40 to 44,448.2073366
Parkinson disease,Female,45 to 49,786.1071996
Parkinson disease,Female,50 to 54,1353.760454
Parkinson disease,Female,55 to 59,2358.626949
Parkinson disease,Female,60 to 64,3122.325924
Parkinson disease,Female,65 to 69,3627.354787
Parkinson disease,Female,70 to 74,3883.975986
Parkinson disease,Female,75 to 79,3374.177257
Parkinson disease,Female,80 plus,2690.951153
Parkinson disease,Male,20 to 24,6.260778113
Parkinson disease,Male,25 to 29,40.37608631
Parkinson disease,Male,30 to 34,120.3765975
Parkinson disease,Male,35 to 39,299.9662518
Parkinson disease,Male,40 to 44,588.8472308
Parkinson disease,Male,45 to 49,1011.195255
Parkinson disease,Male,50 to 54,1630.016258
Parkinson disease,Male,55 to 59,2673.827323
Parkinson disease,Male,60 to 64,3467.119673
Parkinson disease,Male,65 to 69,3669.721351
Parkinson disease,Male,70 to 74,3748.879611
Parkinson disease,Male,75 to 79,2980.47352
Parkinson disease,Male,80 plus,2231.773159
Peptic ulcer disease,Female,10 to 14,976.8086253
Peptic ulcer disease,Female,15 to 19,1376.766178
Peptic ulcer disease,Female,20 to 24,1541.92383
Peptic ulcer disease,Female,25 to 29,2219.136842
Peptic ulcer disease,Female,30 to 34,2582.236123
Peptic ulcer disease,Female,35 to 39,3239.801374
Peptic ulcer disease,Female,40 to 44,5086.163469
Peptic ulcer disease,Female,45 to 49,8664.028697
Peptic ulcer disease,Female,05 to 09,587.1791464
Peptic ulcer disease,Female,50 to 54,8514.596937
Peptic ulcer disease,Female,55 to 59,8680.916182
Peptic ulcer disease,Female,60 to 64,15278.32834
Peptic ulcer disease,Female,65 to 69,19950.77805
Peptic ulcer disease,Female,70 to 74,23878.45548
Peptic ulcer disease,Female,75 to 79,22173.45119
Peptic ulcer disease,Female,80 plus,14374.97049
Peptic ulcer disease,Female,0 to 04,NA
Peptic ulcer disease,Male,10 to 14,957.715936
Peptic ulcer disease,Male,15 to 19,636.4716482
Peptic ulcer disease,Male,20 to 24,736.2253938
Peptic ulcer disease,Male,25 to 29,1092.475412
Peptic ulcer disease,Male,30 to 34,1826.474593
Peptic ulcer disease,Male,35 to 39,2284.034599
Peptic ulcer disease,Male,40 to 44,3926.69036
Peptic ulcer disease,Male,45 to 49,6204.053618
Peptic ulcer disease,Male,05 to 09,310.1739087
Peptic ulcer disease,Male,50 to 54,8273.689714
Peptic ulcer disease,Male,55 to 59,9367.468288
Peptic ulcer disease,Male,60 to 64,12551.77224
Peptic ulcer disease,Male,65 to 69,13488.57304
Peptic ulcer disease,Male,70 to 74,15136.15297
Peptic ulcer disease,Male,75 to 79,12883.8529
Peptic ulcer disease,Male,80 plus,8834.142626
Peptic ulcer disease,Male,0 to 04,NA
Peripheral vascular disease,Female,40 to 44,0.266879961
Peripheral vascular disease,Female,45 to 49,2.148793228
Peripheral vascular disease,Female,50 to 54,28.08189094
Peripheral vascular disease,Female,55 to 59,123.9109367
Peripheral vascular disease,Female,60 to 64,535.1543358
Peripheral vascular disease,Female,65 to 69,1281.025516
Peripheral vascular disease,Female,70 to 74,2166.432361
Peripheral vascular disease,Female,75 to 79,2576.560012
Peripheral vascular disease,Female,80 plus,5563.48316
Peripheral vascular disease,Male,40 to 44,0.362482207
Peripheral vascular disease,Male,45 to 49,2.903333467
Peripheral vascular disease,Male,50 to 54,19.4110992
Peripheral vascular disease,Male,55 to 59,61.03493446
Peripheral vascular disease,Male,60 to 64,181.3759873
Peripheral vascular disease,Male,65 to 69,329.2796095
Peripheral vascular disease,Male,70 to 74,701.5171797
Peripheral vascular disease,Male,75 to 79,953.6455703
Peripheral vascular disease,Male,80 plus,2346.453766
Pneumoconiosis,Female,10 to 14,15.87149632
Pneumoconiosis,Female,15 to 19,35.96004807
Pneumoconiosis,Female,20 to 24,61.47842148
Pneumoconiosis,Female,25 to 29,88.64524459
Pneumoconiosis,Female,30 to 34,115.8903675
Pneumoconiosis,Female,35 to 39,142.4726413
Pneumoconiosis,Female,40 to 44,167.1102734
Pneumoconiosis,Female,45 to 49,193.0431247
Pneumoconiosis,Female,05 to 09,5.929634976
Pneumoconiosis,Female,50 to 54,212.1462609
Pneumoconiosis,Female,55 to 59,225.2687307
Pneumoconiosis,Female,60 to 64,212.3785041
Pneumoconiosis,Female,65 to 69,181.1728305
Pneumoconiosis,Female,70 to 74,159.3983857
Pneumoconiosis,Female,75 to 79,122.3049475
Pneumoconiosis,Female,80 plus,134.0430576
Pneumoconiosis,Female,0 to 04,0.822949518
Pneumoconiosis,Male,10 to 14,32.38660608
Pneumoconiosis,Male,15 to 19,84.81528502
Pneumoconiosis,Male,20 to 24,159.2059171
Pneumoconiosis,Male,25 to 29,241.5225026
Pneumoconiosis,Male,30 to 34,328.279409
Pneumoconiosis,Male,35 to 39,412.1711603
Pneumoconiosis,Male,40 to 44,512.6458172
Pneumoconiosis,Male,45 to 49,616.0728566
Pneumoconiosis,Male,05 to 09,10.5247047
Pneumoconiosis,Male,50 to 54,698.4334803
Pneumoconiosis,Male,55 to 59,781.7085869
Pneumoconiosis,Male,60 to 64,762.1211422
Pneumoconiosis,Male,65 to 69,644.4840409
Pneumoconiosis,Male,70 to 74,547.6640232
Pneumoconiosis,Male,75 to 79,345.0265854
Pneumoconiosis,Male,80 plus,283.1981991
Pneumoconiosis,Male,0 to 04,1.530931367
Poisonings,Female,10 to 14,271.9161488
Poisonings,Female,15 to 19,351.3371777
Poisonings,Female,20 to 24,415.9071554
Poisonings,Female,25 to 29,453.1996917
Poisonings,Female,30 to 34,463.0489667
Poisonings,Female,35 to 39,437.3311669
Poisonings,Female,40 to 44,395.1766544
Poisonings,Female,45 to 49,360.8949021
Poisonings,Female,05 to 09,195.266118
Poisonings,Female,50 to 54,320.052915
Poisonings,Female,55 to 59,280.7267883
Poisonings,Female,60 to 64,218.7407962
Poisonings,Female,65 to 69,159.9070461
Poisonings,Female,70 to 74,123.6753911
Poisonings,Female,75 to 79,86.60759286
Poisonings,Female,80 plus,85.25079514
Poisonings,Female,0 to 04,119.0772388
Poisonings,Male,10 to 14,388.3933718
Poisonings,Male,15 to 19,494.4927302
Poisonings,Male,20 to 24,616.0626118
Poisonings,Male,25 to 29,694.8247252
Poisonings,Male,30 to 34,728.0428198
Poisonings,Male,35 to 39,709.1024848
Poisonings,Male,40 to 44,648.4726332
Poisonings,Male,45 to 49,596.965494
Poisonings,Male,05 to 09,290.5063698
Poisonings,Male,50 to 54,525.6964953
Poisonings,Male,55 to 59,453.0211635
Poisonings,Male,60 to 64,344.2711929
Poisonings,Male,65 to 69,231.5420021
Poisonings,Male,70 to 74,169.8247555
Poisonings,Male,75 to 79,110.3621092
Poisonings,Male,80 plus,104.3180098
Poisonings,Male,0 to 04,166.0298294
Preterm birth complications,Female,10 to 14,63855.42667
Preterm birth complications,Female,15 to 19,57655.64197
Preterm birth complications,Female,20 to 24,52586.36208
Preterm birth complications,Female,25 to 29,47393.20225
Preterm birth complications,Female,30 to 34,40701.92363
Preterm birth complications,Female,35 to 39,33720.67878
Preterm birth complications,Female,40 to 44,28816.68353
Preterm birth complications,Female,45 to 49,24506.54412
Preterm birth complications,Female,05 to 09,70164.5195
Preterm birth complications,Female,50 to 54,19397.42217
Preterm birth complications,Female,55 to 59,14487.93041
Preterm birth complications,Female,60 to 64,9269.386733
Preterm birth complications,Female,65 to 69,5261.629125
Preterm birth complications,Female,70 to 74,2848.241055
Preterm birth complications,Female,75 to 79,1341.630299
Preterm birth complications,Female,80 plus,810.6584091
Preterm birth complications,Female,0 to 04,85210.75685
Preterm birth complications,Male,10 to 14,75888.21622
Preterm birth complications,Male,15 to 19,68489.8888
Preterm birth complications,Male,20 to 24,61747.37872
Preterm birth complications,Male,25 to 29,54984.12342
Preterm birth complications,Male,30 to 34,46868.42687
Preterm birth complications,Male,35 to 39,38501.08321
Preterm birth complications,Male,40 to 44,31574.68054
Preterm birth complications,Male,45 to 49,24880.51177
Preterm birth complications,Male,05 to 09,83640.32796
Preterm birth complications,Male,50 to 54,18323.77177
Preterm birth complications,Male,55 to 59,12910.8414
Preterm birth complications,Male,60 to 64,7536.814112
Preterm birth complications,Male,65 to 69,3527.591235
Preterm birth complications,Male,70 to 74,1704.550404
Preterm birth complications,Male,75 to 79,791.5104532
Preterm birth complications,Male,80 plus,565.0575773
Preterm birth complications,Male,0 to 04,99704.32036
Prostate cancer,Male,15 to 19,22.24241452
Prostate cancer,Male,20 to 24,22.19298735
Prostate cancer,Male,25 to 29,23.53265957
Prostate cancer,Male,30 to 34,21.95352429
Prostate cancer,Male,35 to 39,45.80293052
Prostate cancer,Male,40 to 44,51.61438311
Prostate cancer,Male,45 to 49,143.421078
Prostate cancer,Male,50 to 54,607.0210305
Prostate cancer,Male,55 to 59,1693.373169
Prostate cancer,Male,60 to 64,2251.919024
Prostate cancer,Male,65 to 69,2458.609878
Prostate cancer,Male,70 to 74,3308.456863
Prostate cancer,Male,75 to 79,2893.694431
Prostate cancer,Male,80 plus,3920.398865
Protein-energy malnutrition,Female,10 to 14,228.6279916
Protein-energy malnutrition,Female,15 to 19,317.7655255
Protein-energy malnutrition,Female,20 to 24,524.232123
Protein-energy malnutrition,Female,25 to 29,387.360079
Protein-energy malnutrition,Female,30 to 34,341.30217
Protein-energy malnutrition,Female,35 to 39,424.4728264
Protein-energy malnutrition,Female,40 to 44,75.69641618
Protein-energy malnutrition,Female,45 to 49,72.52986045
Protein-energy malnutrition,Female,05 to 09,382.7790786
Protein-energy malnutrition,Female,50 to 54,129.3191098
Protein-energy malnutrition,Female,55 to 59,100.3946587
Protein-energy malnutrition,Female,60 to 64,547.7216512
Protein-energy malnutrition,Female,65 to 69,933.1804692
Protein-energy malnutrition,Female,70 to 74,1963.608025
Protein-energy malnutrition,Female,75 to 79,1753.549281
Protein-energy malnutrition,Female,80 plus,4621.886438
Protein-energy malnutrition,Female,0 to 04,401360.1922
Protein-energy malnutrition,Male,10 to 14,188.9171071
Protein-energy malnutrition,Male,15 to 19,243.0903289
Protein-energy malnutrition,Male,20 to 24,214.3593532
Protein-energy malnutrition,Male,25 to 29,459.0737057
Protein-energy malnutrition,Male,30 to 34,532.4175388
Protein-energy malnutrition,Male,35 to 39,476.326992
Protein-energy malnutrition,Male,40 to 44,203.095465
Protein-energy malnutrition,Male,45 to 49,188.697313
Protein-energy malnutrition,Male,05 to 09,297.352959
Protein-energy malnutrition,Male,50 to 54,424.6033323
Protein-energy malnutrition,Male,55 to 59,372.4441473
Protein-energy malnutrition,Male,60 to 64,1468.251916
Protein-energy malnutrition,Male,65 to 69,1269.97505
Protein-energy malnutrition,Male,70 to 74,1662.843165
Protein-energy malnutrition,Male,75 to 79,2033.092312
Protein-energy malnutrition,Male,80 plus,4078.164942
Protein-energy malnutrition,Male,0 to 04,548918.9395
Rabies,Female,10 to 14,1.701799217
Rabies,Female,15 to 19,1.066482654
Rabies,Female,20 to 24,1.053666547
Rabies,Female,25 to 29,0.744858386
Rabies,Female,30 to 34,1.194014136
Rabies,Female,35 to 39,1.047453826
Rabies,Female,40 to 44,1.209500778
Rabies,Female,45 to 49,1.515722452
Rabies,Female,05 to 09,2.437389547
Rabies,Female,50 to 54,1.685711069
Rabies,Female,55 to 59,1.491353541
Rabies,Female,60 to 64,2.898983748
Rabies,Female,65 to 69,1.787321333
Rabies,Female,70 to 74,1.41658847
Rabies,Female,75 to 79,0.854424403
Rabies,Female,80 plus,0.487998462
Rabies,Female,0 to 04,2.221944854
Rabies,Male,10 to 14,3.929876627
Rabies,Male,15 to 19,2.209517972
Rabies,Male,20 to 24,1.673426057
Rabies,Male,25 to 29,1.403307675
Rabies,Male,30 to 34,1.485259542
Rabies,Male,35 to 39,2.426938981
Rabies,Male,40 to 44,2.420897939
Rabies,Male,45 to 49,2.672540487
Rabies,Male,05 to 09,4.634468507
Rabies,Male,50 to 54,2.694191341
Rabies,Male,55 to 59,3.410318567
Rabies,Male,60 to 64,2.841276351
Rabies,Male,65 to 69,1.525282507
Rabies,Male,70 to 74,1.607373207
Rabies,Male,75 to 79,1.14562846
Rabies,Male,80 plus,0.562004279
Rabies,Male,0 to 04,2.583484247
Rheumatic heart disease,Female,10 to 14,18571.46311
Rheumatic heart disease,Female,15 to 19,20477.21323
Rheumatic heart disease,Female,20 to 24,21624.44406
Rheumatic heart disease,Female,25 to 29,21857.52001
Rheumatic heart disease,Female,30 to 34,20872.31269
Rheumatic heart disease,Female,35 to 39,19920.60761
Rheumatic heart disease,Female,40 to 44,19302.89605
Rheumatic heart disease,Female,45 to 49,19629.53727
Rheumatic heart disease,Female,05 to 09,13878.05325
Rheumatic heart disease,Female,50 to 54,19141.64213
Rheumatic heart disease,Female,55 to 59,17995.30929
Rheumatic heart disease,Female,60 to 64,16029.25954
Rheumatic heart disease,Female,65 to 69,15403.15821
Rheumatic heart disease,Female,70 to 74,13883.85978
Rheumatic heart disease,Female,75 to 79,10203.49897
Rheumatic heart disease,Female,80 plus,12093.33093
Rheumatic heart disease,Female,0 to 04,5440.766506
Rheumatic heart disease,Male,10 to 14,13109.33717
Rheumatic heart disease,Male,15 to 19,14312.91696
Rheumatic heart disease,Male,20 to 24,14789.193
Rheumatic heart disease,Male,25 to 29,14625.50369
Rheumatic heart disease,Male,30 to 34,13865.45982
Rheumatic heart disease,Male,35 to 39,13159.63998
Rheumatic heart disease,Male,40 to 44,12773.98529
Rheumatic heart disease,Male,45 to 49,13710.96969
Rheumatic heart disease,Male,05 to 09,9765.817364
Rheumatic heart disease,Male,50 to 54,13928.97075
Rheumatic heart disease,Male,55 to 59,13268.79703
Rheumatic heart disease,Male,60 to 64,11491.82399
Rheumatic heart disease,Male,65 to 69,9165.173983
Rheumatic heart disease,Male,70 to 74,6887.519865
Rheumatic heart disease,Male,75 to 79,4476.060013
Rheumatic heart disease,Male,80 plus,4909.128653
Rheumatic heart disease,Male,0 to 04,3720.393427
Rheumatoid arthritis,Female,10 to 14,5995.059084
Rheumatoid arthritis,Female,15 to 19,9182.155645
Rheumatoid arthritis,Female,20 to 24,10000.2039
Rheumatoid arthritis,Female,25 to 29,10202.09558
Rheumatoid arthritis,Female,30 to 34,10667.35916
Rheumatoid arthritis,Female,35 to 39,12245.98678
Rheumatoid arthritis,Female,40 to 44,15111.88276
Rheumatoid arthritis,Female,45 to 49,19016.49715
Rheumatoid arthritis,Female,05 to 09,1168.447623
Rheumatoid arthritis,Female,50 to 54,23060.81756
Rheumatoid arthritis,Female,55 to 59,26971.9728
Rheumatoid arthritis,Female,60 to 64,27623.61759
Rheumatoid arthritis,Female,65 to 69,24945.30252
Rheumatoid arthritis,Female,70 to 74,22490.31772
Rheumatoid arthritis,Female,75 to 79,17128.84549
Rheumatoid arthritis,Female,80 plus,17591.59221
Rheumatoid arthritis,Male,10 to 14,6432.493355
Rheumatoid arthritis,Male,15 to 19,9788.204495
Rheumatoid arthritis,Male,20 to 24,10496.05211
Rheumatoid arthritis,Male,25 to 29,10353.20336
Rheumatoid arthritis,Male,30 to 34,10654.31804
Rheumatoid arthritis,Male,35 to 39,11991.59292
Rheumatoid arthritis,Male,40 to 44,14329.18985
Rheumatoid arthritis,Male,45 to 49,17163.52316
Rheumatoid arthritis,Male,05 to 09,1254.690758
Rheumatoid arthritis,Male,50 to 54,19952.49418
Rheumatoid arthritis,Male,55 to 59,22337.93349
Rheumatoid arthritis,Male,60 to 64,21249.42342
Rheumatoid arthritis,Male,65 to 69,16892.59406
Rheumatoid arthritis,Male,70 to 74,13877.09435
Rheumatoid arthritis,Male,75 to 79,9595.037514
Rheumatoid arthritis,Male,80 plus,9022.520897
Road injuries,Female,10 to 14,15338.54154
Road injuries,Female,15 to 19,26426.97639
Road injuries,Female,20 to 24,39517.25392
Road injuries,Female,25 to 29,52457.38089
Road injuries,Female,30 to 34,58829.98799
Road injuries,Female,35 to 39,61748.75238
Road injuries,Female,40 to 44,63686.57004
Road injuries,Female,45 to 49,67235.4658
Road injuries,Female,05 to 09,7800.876434
Road injuries,Female,50 to 54,68765.92257
Road injuries,Female,55 to 59,67335.24229
Road injuries,Female,60 to 64,58852.96437
Road injuries,Female,65 to 69,47487.99627
Road injuries,Female,70 to 74,40767.70259
Road injuries,Female,75 to 79,31552.97569
Road injuries,Female,80 plus,35720.06344
Road injuries,Female,0 to 04,2404.406152
Road injuries,Male,10 to 14,20203.8939
Road injuries,Male,15 to 19,47917.56681
Road injuries,Male,20 to 24,85214.88717
Road injuries,Male,25 to 29,124158.384
Road injuries,Male,30 to 34,141865.2052
Road injuries,Male,35 to 39,152673.2357
Road injuries,Male,40 to 44,159531.122
Road injuries,Male,45 to 49,162458.6716
Road injuries,Male,05 to 09,8194.003673
Road injuries,Male,50 to 54,154810.7367
Road injuries,Male,55 to 59,141212.9416
Road injuries,Male,60 to 64,112994.4806
Road injuries,Male,65 to 69,79991.75158
Road injuries,Male,70 to 74,62607.51273
Road injuries,Male,75 to 79,44818.82718
Road injuries,Male,80 plus,49430.30157
Road injuries,Male,0 to 04,2223.865008
Schizophrenia,Female,10 to 14,2282.613332
Schizophrenia,Female,15 to 19,19864.56744
Schizophrenia,Female,20 to 24,52831.4887
Schizophrenia,Female,25 to 29,83254.46402
Schizophrenia,Female,30 to 34,101985.8396
Schizophrenia,Female,35 to 39,106729.7289
Schizophrenia,Female,40 to 44,99885.90585
Schizophrenia,Female,45 to 49,88642.01815
Schizophrenia,Female,50 to 54,73034.2492
Schizophrenia,Female,55 to 59,55245.55001
Schizophrenia,Female,60 to 64,35878.37341
Schizophrenia,Female,65 to 69,19364.34971
Schizophrenia,Female,70 to 74,9913.885357
Schizophrenia,Female,75 to 79,4242.749723
Schizophrenia,Female,80 plus,1005.179286
Schizophrenia,Male,10 to 14,2818.811656
Schizophrenia,Male,15 to 19,24518.9148
Schizophrenia,Male,20 to 24,64076.34159
Schizophrenia,Male,25 to 29,99614.98062
Schizophrenia,Male,30 to 34,122626.6858
Schizophrenia,Male,35 to 39,127653.1777
Schizophrenia,Male,40 to 44,121417.5774
Schizophrenia,Male,45 to 49,107445.9408
Schizophrenia,Male,50 to 54,85535.06026
Schizophrenia,Male,55 to 59,62825.22788
Schizophrenia,Male,60 to 64,38546.7322
Schizophrenia,Male,65 to 69,18912.21706
Schizophrenia,Male,70 to 74,9120.45764
Schizophrenia,Male,75 to 79,3570.500786
Schizophrenia,Male,80 plus,782.1044133
Self-harm,Female,10 to 14,36.75175255
Self-harm,Female,15 to 19,230.8078804
Self-harm,Female,20 to 24,518.0650993
Self-harm,Female,25 to 29,677.8727325
Self-harm,Female,30 to 34,713.3905837
Self-harm,Female,35 to 39,723.6145788
Self-harm,Female,40 to 44,704.3719658
Self-harm,Female,45 to 49,668.1567479
Self-harm,Female,50 to 54,615.9221906
Self-harm,Female,55 to 59,542.5057933
Self-harm,Female,60 to 64,415.1060688
Self-harm,Female,65 to 69,289.8986431
Self-harm,Female,70 to 74,212.5127629
Self-harm,Female,75 to 79,140.9975033
Self-harm,Female,80 plus,118.7294685
Self-harm,Male,10 to 14,45.66563031
Self-harm,Male,15 to 19,281.7819407
Self-harm,Male,20 to 24,632.759641
Self-harm,Male,25 to 29,847.7211846
Self-harm,Male,30 to 34,933.210179
Self-harm,Male,35 to 39,975.8370393
Self-harm,Male,40 to 44,964.9554927
Self-harm,Male,45 to 49,953.6083215
Self-harm,Male,50 to 54,905.9949732
Self-harm,Male,55 to 59,800.4216476
Self-harm,Male,60 to 64,593.742363
Self-harm,Male,65 to 69,377.5891554
Self-harm,Male,70 to 74,258.7268748
Self-harm,Male,75 to 79,158.3428072
Self-harm,Male,80 plus,129.4608289
Sense organ diseases,Female,10 to 14,140606.2775
Sense organ diseases,Female,15 to 19,126786.3086
Sense organ diseases,Female,20 to 24,146342.9253
Sense organ diseases,Female,25 to 29,181366.325
Sense organ diseases,Female,30 to 34,215539.5792
Sense organ diseases,Female,35 to 39,248433.299
Sense organ diseases,Female,40 to 44,307846.125
Sense organ diseases,Female,45 to 49,394582.0561
Sense organ diseases,Female,05 to 09,157732.638
Sense organ diseases,Female,50 to 54,468271.0206
Sense organ diseases,Female,55 to 59,521237.1476
Sense organ diseases,Female,60 to 64,560633.7206
Sense organ diseases,Female,65 to 69,548150.755
Sense organ diseases,Female,70 to 74,526672.1647
Sense organ diseases,Female,75 to 79,430759.2939
Sense organ diseases,Female,80 plus,511742.2361
Sense organ diseases,Female,0 to 04,129615.7748
Sense organ diseases,Male,10 to 14,160226.451
Sense organ diseases,Male,15 to 19,139858.1971
Sense organ diseases,Male,20 to 24,159947.9459
Sense organ diseases,Male,25 to 29,203070.9425
Sense organ diseases,Male,30 to 34,244742.1933
Sense organ diseases,Male,35 to 39,285804.5722
Sense organ diseases,Male,40 to 44,351093.3553
Sense organ diseases,Male,45 to 49,431552.0223
Sense organ diseases,Male,05 to 09,160318.0147
Sense organ diseases,Male,50 to 54,492347.0683
Sense organ diseases,Male,55 to 59,530547.0865
Sense organ diseases,Male,60 to 64,524740.2572
Sense organ diseases,Male,65 to 69,450978.4075
Sense organ diseases,Male,70 to 74,396761.8755
Sense organ diseases,Male,75 to 79,295479.7631
Sense organ diseases,Male,80 plus,334334.5061
Sense organ diseases,Male,0 to 04,120637.0511
Sexually transmitted diseases excluding HIV,Female,10 to 14,1788.306531
Sexually transmitted diseases excluding HIV,Female,15 to 19,9090.523272
Sexually transmitted diseases excluding HIV,Female,20 to 24,14623.69361
Sexually transmitted diseases excluding HIV,Female,25 to 29,14733.20574
Sexually transmitted diseases excluding HIV,Female,30 to 34,13518.16301
Sexually transmitted diseases excluding HIV,Female,35 to 39,11807.09226
Sexually transmitted diseases excluding HIV,Female,40 to 44,9764.290391
